#taxpath	A01.bins	A02.bins	A03.bins	A05.bins	A06.bins	A07.bins	A08.bins	A09.bins	A10.bins	A11.bins	A12.bins	A13.bins	A14.bins	A15.bins	A16.bins	A17.bins	A18.bins	A19.bins	A20.bins	C141.bins	C142.bins	C143.bins	C144.bins	C145.bins	C146.bins	C147.bins	C148.bins	C149.bins	C150.bins	C151.bins	C152.bins	C153.bins	C154.bins	C155.bins	C156.bins	C157.bins	C158.bins	C159.bins	C160.bins	C161.bins	C162.bins	C163.bins	C164.bins	C165.bins	C166.bins	C167.bins	C168.bins	C169.bins	C170.bins	C171.bins	C172.bins	C173.bins	C174.bins	C175.bins	C176.bins	C177.bins	C178.bins	C179.bins	C180.bins	C181.bins	C182.bins	C183.bins	C184.bins	C197.bins	C198.bins	C199.bins	C200.bins	C201.bins	C202.bins	C203.bins	C204.bins	C205.bins	C206.bins	C207.bins	C208.bins
root__Root;domain__Eukaryota;phylum__unknown	681	927	858	606	820	1798	823	710	931	1607	1536	586	436	851	657	614	701	572	679	1818	2622	1818	1650	2508	2149	1449	1691	2392	2856	2803	550	425	3037	2715	2186	196	3098	191	2144	284	303	421	740	921	1551	1405	986	1485	1782	912	178	923	427	706	1201	1034	1829	1779	531	1361	1120	661	112	979	233	328	561	676	51	729	421	1579	1055	1376	961
root__Root;domain__Eukaryota;phylum__uncultured	11	8	6	6	4	8	2	5	6	9	6	0	2	12	7	0	0	0	0	12	20	51	6	34	29	19	45	50	9	25	4	1	13	40	46	4	25	3	30	9	4	2	7	2	8	7	2	6	9	1	1	10	20	2	15	10	13	16	6	9	11	19	0	3	0	0	4	4	0	3	3	9	2	11	6
root__Root;domain__Eukaryota;phylum__Zoopagomycota	25	397	3	7	41	5	239	0	116	43	7	207	4	1	49	7	15	16	6	17	37	64	28	57	13	17	43	57	22	17	8	0	15	31	88	1	20	2	30	19	13	9	22	27	29	30	20	38	36	44	8	1	4	0	2	8	13	3	0	3	4	2	1	0	1	0	15	40	3	20	0	8	4	14	1
root__Root;domain__Eukaryota;phylum__Vertebrata	0	1	2	0	0	1	3	0	0	0	1	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	2	17	25	18	30	21	2	5	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Tardigrada	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	1	0	3	0	0	0	0	3	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	3	1	0	0	3	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Schizoplasmodiida	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
root__Root;domain__Eukaryota;phylum__SAR	16	43	27	19	27	35	53	16	38	17	29	39	8	17	20	21	50	31	27	61	98	28	38	42	86	57	30	34	140	72	8	12	68	48	37	4	54	9	48	46	32	36	49	61	81	47	35	69	34	21	8	19	10	28	61	46	54	64	14	16	52	34	7	0	0	0	15	24	0	21	15	52	23	64	26
root__Root;domain__Eukaryota;phylum__Rotifera	5	417	32	14	17	51	222	38	120	25	29	253	3	40	23	174	256	246	357	745	432	121	131	102	710	127	123	121	873	589	48	162	287	148	259	65	244	49	206	177	256	270	343	564	616	531	512	682	711	565	118	28	3	18	20	102	251	123	7	11	49	7	3	6	2	0	30	38	1	4	18	11	21	95	56
root__Root;domain__Eukaryota;phylum__Rigifilida	0	2	0	0	0	2	2	4	2	4	0	3	1	0	0	0	0	1	1	12	10	0	5	4	1	2	0	0	25	4	0	1	5	0	0	0	3	3	2	0	0	0	1	0	0	1	0	0	1	0	0	4	5	6	16	10	7	13	1	3	2	2	1	1	0	0	8	9	0	8	1	1	1	6	2
root__Root;domain__Eukaryota;phylum__Retaria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Prymnesiophyceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Protosteliida	1	1	0	2	0	9	2	5	2	0	2	1	1	1	2	0	0	1	0	2	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	4	2	1	1	1	4	0	2	0	0	4	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Protosporangiida	1	0	0	1	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	3	2	2	2	0	7	0	0	0	3	2	0	5	3	1	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0
root__Root;domain__Eukaryota;phylum__Protalveolata	1	6	1	0	0	1	2	1	2	0	1	1	0	2	1	4	12	0	0	2	1	5	3	3	0	10	5	4	3	0	2	0	1	9	9	0	9	0	10	0	0	0	0	0	0	0	2	6	0	0	0	45	37	15	35	31	32	38	14	16	23	20	4	3	0	0	2	8	0	11	3	3	19	7	15
root__Root;domain__Eukaryota;phylum__Preaxostyla	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Porphyridiophyceae	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Porifera	3	0	2	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	6	6	4	1	11	11	1	1	0	0	3	10	6	0	1	0	1	0	1	0	0	0	6	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Platyhelminthes	14	125	118	18	4	24	308	23	67	6	4	124	27	174	129	0	0	0	0	2	3	0	0	0	4	0	0	0	6	2	0	0	2	0	0	1	0	2	0	2	1	1	0	0	1	5	3	0	1	0	0	3	7	0	2	5	12	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Picozoa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Phragmoplastophyta	11	13	31	33	22	69	5	45	16	24	78	7	9	44	8	2	11	4	22	15	14	28	60	75	25	97	40	63	19	14	19	7	178	74	75	0	76	2	89	4	4	7	10	11	5	6	1	7	5	2	1	153	39	70	626	117	136	231	32	27	38	20	0	11	20	1	7	9	0	3	20	27	13	17	21
root__Root;domain__Eukaryota;phylum__Peronosporomycetes	4	12	71	705	44	18	12	2	11	2	33	8	0	3	16	1	2	2	4	27	47	29	31	19	41	25	25	5	47	14	15	7	22	48	23	2	38	1	46	17	20	27	30	96	112	20	21	16	27	21	7	317	92	130	327	271	215	228	74	51	65	114	9	2	0	0	8	1	0	0	3	0	0	0	1
root__Root;domain__Eukaryota;phylum__Pavlovophyceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Parabasalia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__NucleariidaeandFonticulagroup	16	10	8	25	8	57	29	30	31	9	26	11	0	122	17	0	0	1	3	4	8	21	60	80	11	69	41	92	2	0	62	1	352	147	21	0	182	0	141	0	0	0	0	0	0	0	0	0	0	0	0	3	2	5	9	3	5	6	2	0	8	0	0	0	0	0	0	0	0	0	0	0	2	0	1
root__Root;domain__Eukaryota;phylum__Neocallimastigomycota	10	3	9	27	7	12	2	9	7	11	16	5	4	8	22	0	0	1	0	3	6	38	15	12	4	7	31	30	7	3	1	0	2	16	12	0	11	0	20	0	0	1	1	0	0	0	0	0	0	1	0	1	1	3	0	2	1	7	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Nemertea	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Nematozoa	16	62	11	8	7	17	33	12	9	14	15	22	3	6	4	5	4	21	18	321	154	34	92	122	234	101	46	92	271	242	28	56	218	159	59	15	216	24	174	297	458	395	704	978	882	848	788	844	923	748	134	54	5	47	108	108	108	95	32	31	6	15	0	1	1	1	55	21	3	0	0	21	0	22	2
root__Root;domain__Eukaryota;phylum__Myxogastria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	1	0	2	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Mucoromycota	1	3	1	13	0	1	0	0	0	2	1	0	0	2	8	0	0	0	0	8	11	2	1	4	1	2	3	1	7	7	3	2	0	8	5	0	5	0	4	0	0	0	2	0	0	0	0	1	0	0	0	5	5	1	8	5	2	6	4	4	4	6	1	0	1	0	0	0	0	0	0	1	0	0	0
root__Root;domain__Eukaryota;phylum__Mollusca	1	0	0	2	0	0	0	0	0	0	1	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	36	8	24	69	62	64	30	15	5	12	6	1	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Microsporidia	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	2	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	3	2	3	7	12	6	5	4	5	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__MAST-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__MAST-7	0	0	0	0	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__MAST-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__MAST-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__MAST-3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__MAST-24	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__MAST-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__MAST-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	5	1	0	0	0	0	0	0	0	4	10	5	2	12	7	6	1	6	7	5	3	0	5	0	0	0	0	0	0	0	0	2	0
root__Root;domain__Eukaryota;phylum__MAST-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Labyrinthulomycetes	8	20	9	9	7	13	31	13	22	5	13	37	4	7	8	0	4	0	4	13	18	15	25	16	9	17	13	8	13	5	9	4	15	10	14	0	24	0	16	2	2	0	5	6	5	4	3	3	9	3	0	10	9	3	20	22	12	14	5	3	8	5	2	0	2	0	0	1	0	2	5	9	15	8	2
root__Root;domain__Eukaryota;phylum__LKM15	130	8	170	106	195	103	8	198	10	446	128	14	76	75	333	0	1	0	4	772	1215	10	49	60	725	74	11	28	1407	604	10	226	155	82	38	61	225	112	64	0	1	1	4	11	39	59	78	336	749	498	161	15	17	10	6	10	4	9	5	5	5	18	0	0	0	0	1	1	0	2	2	0	5	2	4
root__Root;domain__Eukaryota;phylum__Klebsormidiophyceae	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	5	20	21	55	11	66	27	62	13	38	9	1	72	13	29	0	38	2	16	0	0	0	0	0	0	0	0	0	0	0	0	9	1	1	0	0	2	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Kathablepharidae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	4	2	3	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__IncertaeSedis	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	2	0	0	0	4	1	0	0	7	3	2	0	0	1	0	0	1	0	3	1	2	0	2	0	2	0	0	0	0	0	0	0	5	0	3	10	7	0	4	1	5	5	0	0	0	0	0	0	0	0	6	0	0	0	2
root__Root;domain__Eukaryota;phylum__Hyphochytriomycetes	2	6	0	0	2	0	4	0	2	1	0	8	0	0	1	3	0	1	0	72	59	0	0	0	60	0	0	0	85	47	0	19	0	1	0	1	0	7	0	11	12	17	31	41	59	32	59	39	41	31	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	2	0	1	0	0
root__Root;domain__Eukaryota;phylum__Heterolobosea	0	1	1	0	1	0	0	0	1	1	2	0	0	0	0	6	1	6	5	0	0	5	0	0	0	0	4	4	1	1	0	0	1	5	6	0	0	0	0	0	1	0	0	0	2	0	1	0	3	0	0	5	4	14	13	15	17	15	5	3	5	5	0	13	43	3	71	12	0	13	20	20	7	3	2
root__Root;domain__Eukaryota;phylum__Gracilipodida	5	6	0	1	4	0	2	2	3	6	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	9	0	1	0	0	1	0	0	0	0	5	10	0	23	42	13	3	5	0
root__Root;domain__Eukaryota;phylum__Gastrotricha	0	5	6	9	14	35	9	23	0	0	12	7	9	18	4	0	0	0	0	12	0	14	93	58	24	75	10	7	6	0	15	0	135	98	10	1	58	0	139	0	0	0	0	0	0	0	0	0	0	0	0	5	14	0	1	24	28	35	0	17	8	7	0	0	0	0	0	0	0	0	0	59	0	0	0
root__Root;domain__Eukaryota;phylum__Fornicata	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
root__Root;domain__Eukaryota;phylum__Florideophycidae	0	1	2	0	0	1	0	2	0	3	11	1	4	1	1	0	0	0	0	2	0	3	8	10	3	10	2	1	0	6	1	0	9	12	4	0	12	0	8	0	0	0	0	0	0	0	0	0	0	0	0	6	6	4	12	13	9	6	4	2	8	1	0	0	0	0	0	0	0	0	0	1	0	1	0
root__Root;domain__Eukaryota;phylum__Euglenozoa	93	90	133	91	74	88	52	49	67	73	65	30	33	88	78	84	74	11	42	28	13	20	37	28	20	33	20	14	5	8	8	2	67	31	13	0	45	0	34	1	5	4	3	0	17	13	3	25	17	13	1	246	175	631	264	327	321	187	54	104	82	99	12	516	276	220	1754	941	94	2377	90	253	394	388	195
root__Root;domain__Eukaryota;phylum__Dinoflagellata	0	4	0	0	0	0	1	0	1	0	1	4	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	7	8	13	10	23	6	15	4	10	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0
